account_id,credit_limit,sex,education,marriage,age,repay_status_1,repay_status_2,repay_status_3,repay_status_4,repay_status_5,repay_status_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_next_month,utilization,avg_utilization_6m,payment_ratio_6m,worst_delinquency_6m,avg_delinquency_6m,months_delinquent_6m,delinquency_trend,age_band,pd_score,lgd_assumption,ead,expected_loss,risk_band
4081,360000,1,1,2,61,3,1,4,4,4,0,56.59,59082.83,176560.89,26775.55,23008.71,119967.16,27160.79,52480.7,31800.9,1637.8,43018.29,43002.61,1,0.0001571944444444,0.1877091342592592,0.4910599098935895,4,2.6666666666666665,5,0.0,56+,0.4873713342697557,0.6,360000,105272.20820226724,Severe
3824,50000,2,2,3,23,-1,1,-1,2,1,4,29343.96,22872.69,26713.59,24550.86,17507.57,3394.06,5345.25,909.28,6325.36,7293.79,5631.3,4750.35,1,0.5868791999999999,0.4146090999999999,0.2432438168867977,4,1.0,4,-2.666666666666667,18-25,0.6682336143719935,0.6,50000,20047.008431159804,Severe
4055,20000,1,1,1,63,2,-1,2,3,3,2,6155.85,4929.5,5070.45,3362.65,5967.96,2388.65,121.75,1209.54,2095.44,957.19,1351.28,589.51,1,0.3077925,0.2322921666666666,0.2268949376252463,3,1.8333333333333333,5,-1.6666666666666663,56+,0.4471796150857975,0.6,20000,5366.15538102957,Severe
2722,200000,1,1,3,41,1,0,3,-1,-1,1,95083.05,74516.29,6530.56,36075.41,63738.91,117689.94,24099.44,11071.1,24559.8,25787.04,18116.54,4286.8,0,0.47541525,0.3280284666666666,0.2741650267344684,3,0.5,3,1.6666666666666663,36-45,0.4841771296215733,0.6,200000,58101.2555545888,Severe
3904,20000,2,2,2,63,4,3,-1,0,3,0,2006.61,5998.7,3525.81,3857.02,6421.56,10585.18,1974.15,2053.13,362.25,1527.95,22.43,2152.46,0,0.1003304999999999,0.2699573333333333,0.2498039813698955,4,1.5,3,1.0,56+,0.4453396300436835,0.6,20000,5344.075560524202,Severe
1866,90000,1,4,3,64,1,-1,2,3,4,1,3871.51,50115.94,40394.17,50702.45,11546.78,35634.06,4949.23,4838.06,988.88,10045.3,6067.3,7058.57,1,0.0430167777777777,0.3560461296296296,0.1765654481621217,4,1.6666666666666667,5,-2.0,56+,0.4662497141482868,0.6,90000,25177.484564007485,Severe
760,200000,2,4,1,21,0,4,1,1,1,0,28220.13,58971.88,42408.85,28566.37,71124.88,72246.06,23157.43,25941.75,3395.95,15052.87,18223.21,22651.53,0,0.14110065,0.2512818083333333,0.3595655568248623,4,1.1666666666666667,4,1.0,18-25,0.5060045783884055,0.6,200000,60720.54940660866,Severe
2417,150000,2,3,3,56,4,3,1,1,2,3,51699.44,8261.21,86338.51,74934.72,19779.87,39720.02,6867.65,10542.32,19956.42,1654.81,21709.11,3852.54,1,0.3446629333333333,0.3119264111111111,0.230050164609694,4,2.333333333333333,6,0.6666666666666665,56+,0.6076208100569419,0.6,150000,54685.87290512477,Severe
3671,20000,2,1,2,50,1,2,2,-1,1,3,7389.48,2254.01,9206.12,9962.09,7143.33,2094.82,1127.57,751.92,1831.77,2448.33,1315.9,1666.79,0,0.3694739999999999,0.3170820833333333,0.2402711180201761,3,1.3333333333333333,5,0.6666666666666667,46-55,0.4457481054295811,0.6,20000,5348.977265154973,Severe
4839,360000,1,4,2,25,2,3,4,-1,-1,4,176321.9,121211.68,28970.92,119103.25,149598.41,37314.0,28603.81,10482.84,48292.82,11768.85,23634.6,36668.53,1,0.4897830555555555,0.2928334074074074,0.2520891191831736,4,1.8333333333333333,4,2.333333333333333,18-25,0.6630258826983668,0.6,360000,143213.5906628472,Severe
3091,90000,1,1,3,44,1,-1,0,4,4,-1,51719.61,44690.2,49891.8,9742.18,9485.03,47740.9,11924.82,5451.91,2156.5,13457.16,1627.14,5087.39,1,0.5746623333333334,0.3949439259259259,0.1861723267606859,4,1.1666666666666667,3,-2.333333333333333,36-45,0.6620519550548281,0.6,90000,35750.805572960715,Severe
1547,200000,2,3,3,51,3,3,1,2,-1,0,51230.35,2597.21,96300.36,8398.85,92691.52,108345.08,27443.66,11977.13,19724.16,13308.08,15534.33,25292.66,1,0.25615175,0.2996361416666667,0.3150488326995044,3,1.3333333333333333,4,2.0,46-55,0.3943226242450053,0.6,200000,47318.71490940063,Severe
1133,200000,2,1,3,61,-1,2,0,4,-1,-1,34698.51,76486.95,59920.1,97417.06,102465.21,118423.1,2210.01,3272.73,27392.07,17258.61,2640.57,29979.75,0,0.17349255,0.4078424416666667,0.1690884590583213,4,0.5,2,-0.3333333333333333,56+,0.5036784078975004,0.6,200000,60441.408947700045,Severe
4704,360000,1,3,2,53,3,2,4,2,1,-1,29912.69,77824.52,179819.75,168217.12,144197.59,106350.02,41150.17,1596.5,52741.66,43342.26,43621.69,8460.54,1,0.0830908055555555,0.3270007824074074,0.2702916004179342,4,1.8333333333333333,5,2.333333333333333,46-55,0.5095255860413955,0.6,360000,110057.52658494144,Severe
4495,50000,1,4,2,46,1,0,1,4,3,0,6346.41,6717.02,19481.2,2991.62,24627.8,27323.52,4161.57,1928.98,669.97,5099.84,2474.54,3550.17,1,0.1269282,0.2916252333333333,0.2044298407190872,4,1.5,4,-1.666666666666667,46-55,0.4865403376096152,0.6,50000,14596.210128288456,Severe
2776,50000,1,3,3,58,4,1,-1,3,1,4,15622.1,11307.39,27282.92,10922.29,3869.2,16495.72,2672.86,3725.63,5674.13,7461.04,7431.46,1885.66,1,0.312442,0.2849987333333333,0.3374375231141378,4,2.0,5,-1.3333333333333333,56+,0.5615584534635284,0.6,50000,16846.75360390585,Severe
3186,360000,1,1,3,57,4,0,-1,-1,3,4,53744.44,115723.91,63532.33,85064.62,56494.64,92254.51,24398.84,5910.84,9736.49,32050.39,52595.07,20731.04,1,0.1492901111111111,0.2161178009259259,0.3115213550051846,4,1.5,3,-1.0,56+,0.5528108799428669,0.6,360000,119407.15006765924,Severe
1214,360000,1,2,2,35,4,0,-1,1,-1,3,110788.3,39554.29,202027.17,195951.38,90435.83,36446.76,13837.05,34471.82,1012.87,51546.37,23009.94,14095.29,1,0.3077452777777777,0.3125943194444444,0.2043432728074532,4,1.0,3,0.0,26-35,0.6098487217228142,0.6,360000,131727.32389212787,Severe
3290,50000,2,1,2,41,2,2,3,-1,1,4,18800.61,5833.91,25650.35,22479.17,21501.16,142.64,4976.56,4636.31,3908.59,7348.78,3550.71,364.98,1,0.3760122,0.3146928,0.262541013542943,4,1.8333333333333333,5,1.0000000000000002,36-45,0.5906267380469897,0.6,50000,17718.80214140969,Severe
764,360000,2,1,2,25,3,0,0,3,4,2,161290.05,10899.27,31625.18,8422.67,116311.92,158463.15,45499.57,27609.02,22628.63,15229.15,47992.68,4865.38,0,0.4480279166666666,0.2254686296296296,0.3363866789056472,4,2.0,4,-2.0,18-25,0.6885829498051224,0.6,360000,148733.91715790643,Severe
1217,150000,2,1,3,40,1,4,3,4,3,2,20277.22,84143.48,12038.78,37505.87,81844.53,56272.78,6358.86,2517.67,17405.96,18693.08,7341.29,20265.13,1,0.1351814666666666,0.3245362888888889,0.2484981135134827,4,2.833333333333333,6,-0.3333333333333335,36-45,0.5179240524129848,0.6,150000,46613.16471716863,Severe
349,50000,2,2,1,34,4,4,3,3,4,0,27512.31,3863.46,25292.27,22141.02,10394.84,14799.49,6356.0,2213.29,123.02,745.79,5389.24,2077.47,0,0.5502462,0.3466779666666666,0.1625409517901291,4,3.0,5,1.333333333333333,26-35,0.6465562967363064,0.6,50000,19396.688902089198,Severe
2983,200000,2,4,3,44,0,3,1,4,-1,1,32578.56,43253.08,40162.36,39004.6,79163.87,50981.68,19673.04,7285.16,14169.24,20104.11,13635.76,26531.26,1,0.1628928,0.237620125,0.3556045950793659,4,1.3333333333333333,4,0.0,36-45,0.5201466320997905,0.6,200000,62417.59585197486,Severe
2917,150000,2,3,1,50,1,0,2,0,2,0,49037.58,3491.95,25875.14,34187.53,44330.47,39995.46,9557.82,18129.65,1878.31,20350.74,22369.36,22129.96,0,0.3269172,0.2187979222222222,0.4794674822475717,2,0.8333333333333334,3,0.3333333333333333,46-55,0.2817109003293109,0.6,150000,25353.98102963798,High
2972,20000,2,3,2,24,1,4,1,2,1,-1,11242.15,7217.87,7409.3,2062.66,7664.17,8667.26,86.2,707.01,710.01,767.02,1886.86,107.45,1,0.5621075,0.36886175,0.0963448139219278,4,1.3333333333333333,5,1.3333333333333337,18-25,0.6643156254771547,0.6,20000,7971.787505725857,Severe
1356,90000,2,3,3,37,1,-1,1,2,1,3,16270.68,6277.51,43110.48,51369.4,13614.05,10645.94,6717.96,11650.46,2870.49,4529.2,4224.5,4942.63,0,0.1807853333333333,0.2616445555555555,0.2472625075324836,3,1.1666666666666667,5,-1.6666666666666667,36-45,0.3983780357588675,0.6,90000,21512.413930978844,Severe
2331,20000,2,2,3,32,2,1,-1,-1,2,4,755.78,2327.88,1965.92,6120.3,4908.09,4759.01,1044.63,2791.78,481.33,2857.6,2546.35,2376.85,1,0.0377889999999999,0.1736415,0.5806282868246742,4,1.1666666666666667,4,-1.0,26-35,0.4276085881103527,0.6,20000,5131.303057324232,Severe
1514,50000,1,4,3,25,1,0,1,4,1,-1,24366.77,799.77,992.72,18407.95,17832.31,28676.91,3761.62,6471.72,2706.88,6513.39,131.88,2824.62,1,0.4873354,0.3035881,0.2460582831364821,4,1.0,4,-0.6666666666666666,18-25,0.6264862063570118,0.6,50000,18794.586190710357,Severe
2182,50000,1,3,2,56,-1,0,0,4,2,-1,7452.35,14039.05,7683.07,17120.02,15791.73,5791.96,652.78,1208.64,2702.04,1335.56,3915.03,1984.71,1,0.149047,0.2262606,0.173822574500377,4,0.6666666666666666,2,-2.0,56+,0.4974392833341318,0.6,50000,14923.178500023954,Severe
3348,20000,1,1,3,33,2,1,0,-1,-1,2,2176.44,3899.03,3926.03,3135.06,1891.61,11023.14,1438.86,1053.01,1825.25,2013.36,876.28,2632.34,0,0.108822,0.2170942499999999,0.3776815829990891,2,0.5,3,1.0,26-35,0.197857851653728,0.6,20000,2374.294219844736,High
1661,150000,1,2,1,23,3,2,-1,0,2,-1,38569.94,36082.75,71253.23,12373.7,14160.4,21544.01,18021.79,17084.28,7851.04,20550.47,12233.02,8539.01,1,0.2571329333333333,0.2155378111111111,0.4344667445046893,3,0.8333333333333334,3,1.0,18-25,0.3845417993774874,0.6,150000,34608.76194397386,Severe
4378,50000,1,1,1,58,3,-1,-1,0,4,0,29113.55,5539.88,18028.7,18539.81,17911.86,1851.71,587.93,7119.17,6891.52,6244.24,7491.75,5357.53,1,0.582271,0.3032850333333334,0.3703022602170389,4,0.8333333333333334,2,-1.0,56+,0.6410337047266542,0.6,50000,19231.011141799627,Severe
805,200000,2,4,2,34,1,-1,1,1,4,1,68685.16,41589.42,99234.17,80497.59,115475.91,110283.06,5690.29,3993.89,14470.55,18188.69,25644.75,27632.85,1,0.3434258,0.429804425,0.1853963772786502,4,1.1666666666666667,5,-1.6666666666666667,26-35,0.6110152471643953,0.6,200000,73321.82965972743,Severe
1442,150000,2,2,1,33,2,4,3,0,-1,0,2540.32,38060.07,23125.98,86457.93,6257.95,81350.75,17123.85,19914.76,13111.84,13105.33,1341.45,21862.14,1,0.0169354666666666,0.2642144444444444,0.3635908962837426,4,1.3333333333333333,3,3.333333333333333,26-35,0.4107762550508374,0.6,150000,36969.862954575365,Severe
1095,50000,2,1,1,34,-1,4,4,-1,2,0,10508.69,16408.18,12728.98,10588.06,18967.37,27942.0,7101.9,880.66,4804.86,4642.77,2775.81,1866.06,1,0.2101738,0.3238109333333333,0.2272113933151114,4,1.3333333333333333,3,2.0,26-35,0.4888309600675121,0.6,50000,14664.928802025364,Severe
3989,90000,2,3,1,21,4,3,3,3,1,-1,36691.97,36655.36,21108.13,42915.2,1739.18,7278.96,3408.29,3095.12,11117.9,6603.7,12078.23,8059.26,1,0.4076885555555555,0.2710903703703703,0.3030457248095483,4,2.1666666666666665,5,2.333333333333333,18-25,0.595883050640282,0.6,90000,32177.68473457523,Severe
3706,150000,2,2,2,49,2,-1,3,-1,2,0,916.34,9126.98,3489.21,13200.23,9800.82,1563.43,15361.71,9156.21,7571.62,10749.37,13309.82,21994.85,0,0.0061089333333333,0.0423300111111111,2.0511735697893347,3,0.8333333333333334,3,1.0,46-55,0.1763365827097442,0.6,150000,15870.29244387698,High
3744,90000,2,1,2,26,1,3,4,4,0,2,18961.55,46817.8,46246.04,45954.29,38905.14,48421.96,9624.59,10317.08,10830.57,8861.86,8412.97,2657.09,1,0.2106838888888889,0.4542718148148148,0.2066969367907401,4,2.333333333333333,5,0.6666666666666665,26-35,0.4988220549396276,0.6,90000,26936.39096673989,Severe
3272,90000,1,3,2,21,1,1,3,-1,1,0,49217.68,32812.66,1828.68,2678.55,43704.87,45851.9,4141.78,6564.16,7228.17,9385.84,8272.61,4375.67,1,0.5468631111111111,0.3261006296296296,0.2269705545334392,3,0.8333333333333334,4,1.6666666666666667,18-25,0.5035676789475035,0.6,90000,27192.65466316519,Severe
1454,50000,2,3,3,50,2,0,-1,1,0,0,6778.32,23286.83,27966.95,3349.52,6990.13,7926.76,6172.68,3862.77,4667.59,650.71,6842.06,4258.32,1,0.1355664,0.2543283666666666,0.3467188284541861,2,0.3333333333333333,2,0.0,46-55,0.2015561734965942,0.6,50000,6046.685204897828,High
2514,200000,2,2,1,32,4,2,1,-1,2,3,12098.26,79556.62,15550.64,110127.72,52042.15,48225.66,7495.13,14189.3,11751.51,1807.12,25778.44,26968.44,1,0.0604913,0.2646675416666667,0.2770454946543784,4,1.8333333333333333,5,1.0000000000000002,26-35,0.4952077392313651,0.6,200000,59424.928707763815,Severe
2001,360000,2,4,1,60,4,3,0,1,4,0,169149.26,139004.44,151345.69,79995.4,97118.14,133429.12,53121.29,35478.05,44799.53,17375.84,24647.77,3720.95,0,0.4698590555555555,0.3565009490740741,0.2326411005736634,4,2.0,4,0.6666666666666667,56+,0.6652772872022,0.6,360000,143699.8940356752,Severe
4134,150000,2,1,1,54,2,0,4,4,2,3,42897.24,13463.65,32983.23,79091.04,73364.89,27135.81,7861.66,942.8,19427.9,11580.77,4636.88,20409.83,1,0.2859816,0.2988176222222222,0.2411721516052192,4,2.5,5,-1.0,46-55,0.5883926374421174,0.6,150000,52955.33736979057,Severe
4078,150000,2,3,3,27,4,-1,-1,1,0,0,471.49,8233.01,29246.86,23123.25,7462.99,71820.44,6412.62,3767.98,302.3,17521.19,8606.62,19638.38,0,0.0031432666666666,0.1559533777777778,0.4007543137535975,4,0.5,2,0.3333333333333333,26-35,0.4275406917624793,0.6,150000,38478.66225862314,Severe
989,50000,1,3,3,59,0,-1,4,4,2,0,19808.85,4713.35,28471.22,28729.98,29227.75,20433.68,5386.18,5107.55,1533.48,7017.15,5359.57,3007.31,0,0.3961769999999999,0.4379494333333333,0.2086332189188052,4,1.5,3,-1.0,56+,0.5506090964544456,0.6,50000,16518.272893633366,Severe
1622,20000,2,4,2,62,2,2,0,3,-1,-1,11281.96,2193.73,10249.99,6929.95,6654.3,7830.69,1114.39,1034.1,2277.93,2464.0,2637.53,1684.54,0,0.564098,0.3761718333333333,0.2483902525042855,3,0.8333333333333334,3,1.0,56+,0.4761083301037789,0.6,20000,5713.299961245346,Severe
4199,360000,2,3,2,21,2,2,0,3,0,2,50498.66,198225.99,178055.2,21355.47,37125.46,187614.97,2413.42,26668.84,11947.62,53879.9,28202.39,49069.07,1,0.1402740555555555,0.3115165509259259,0.2558886094498129,3,1.5,4,-0.3333333333333335,18-25,0.3967190834072875,0.6,360000,85691.32201597412,Severe
1413,50000,2,3,2,24,4,1,-1,1,1,1,8405.21,19109.07,25205.25,2488.93,12347.58,15632.75,1827.9,5571.55,2025.23,6852.44,3324.96,2807.47,0,0.1681041999999999,0.2772959666666666,0.2693818482033456,4,1.1666666666666667,5,0.3333333333333332,18-25,0.514229701254004,0.6,50000,15426.891037620118,Severe
609,360000,1,1,2,47,2,0,1,1,1,-1,121075.36,114980.07,141112.1,112761.39,43612.28,136010.78,13120.45,18004.71,47356.07,42731.19,13665.95,30846.28,0,0.3363204444444444,0.3099777685185186,0.2475157343273034,2,0.6666666666666666,4,0.6666666666666667,46-55,0.3476205071714403,0.6,360000,75086.02954903111,High
1773,90000,1,1,1,63,2,1,2,4,2,-1,3482.71,53493.05,5185.27,25041.46,32289.01,25274.36,13454.68,2596.82,3410.79,4617.97,186.48,9501.79,1,0.0386967777777777,0.2680849259259258,0.2332630773581561,4,1.6666666666666667,5,0.0,56+,0.4787789610982358,0.6,90000,25854.06389930474,Severe
3284,20000,2,4,1,44,0,1,4,0,4,3,9927.26,4799.9,11108.77,979.99,4613.3,9665.11,741.36,441.31,893.95,2406.52,2035.18,706.3,1,0.496363,0.34245275,0.1758057620114502,4,2.0,4,-0.6666666666666667,36-45,0.6231916649833009,0.6,20000,7478.299979799611,Severe
3636,90000,1,2,1,55,3,-1,-1,3,-1,-1,15856.04,19889.79,50377.21,28409.42,52463.13,7741.87,1023.98,1619.81,3190.04,11929.15,6187.06,3655.07,0,0.1761782222222222,0.3235878888888889,0.157980492562957,3,0.3333333333333333,2,0.0,46-55,0.3513846274524617,0.6,90000,18974.76988243293,Severe
4829,360000,2,4,1,59,2,2,2,2,0,3,144983.31,101004.22,145600.04,179241.86,179556.3,119698.8,37828.19,8207.7,17055.28,47659.19,43506.82,13149.98,1,0.4027314166666667,0.402816912037037,0.1924033289041468,3,1.8333333333333333,5,0.3333333333333332,56+,0.5106159824443927,0.6,360000,110293.0522079888,Severe
3522,50000,1,4,2,63,2,4,2,1,3,2,19894.37,18653.41,16586.39,384.07,25623.68,8343.27,2735.45,4935.9,417.53,4298.3,4899.65,7328.2,0,0.3978874,0.2982839666666667,0.275073785952737,4,2.333333333333333,6,0.6666666666666665,56+,0.6017506945871384,0.6,50000,18052.52083761415,Severe
2718,200000,2,2,1,52,2,2,0,-1,3,3,2244.56,37036.03,25940.59,50138.5,70905.14,80215.05,3293.03,29044.94,21896.98,13685.41,625.33,6514.07,1,0.0112228,0.2220665583333333,0.281671407299921,3,1.5,4,-0.3333333333333335,46-55,0.3372592035817215,0.6,200000,40471.10442980658,High
4080,200000,2,1,2,37,3,3,2,4,3,2,19112.18,35217.6,16113.42,17681.84,19592.34,48165.9,5734.83,13137.11,24673.08,15033.77,8943.6,27211.81,1,0.0955609,0.1299027333333333,0.6077252159436215,4,2.833333333333333,6,-0.3333333333333335,36-45,0.5109647827563316,0.6,200000,61315.77393075979,Severe
2335,150000,2,2,1,35,2,3,4,-1,-1,3,75652.47,79112.79,83519.1,39728.85,12926.87,57047.48,19546.34,19523.6,528.95,2714.36,4328.96,6585.37,1,0.5043498,0.3866528444444444,0.1529582839110685,4,1.6666666666666667,4,2.6666666666666665,26-35,0.6354516081823622,0.6,150000,57190.6447364126,Severe
4438,360000,1,4,3,43,-1,-1,4,0,2,3,165025.89,203887.69,143237.68,2461.55,162249.34,53604.88,4196.13,4435.26,11154.14,41564.95,12248.06,21717.53,0,0.45840525,0.3381791805555555,0.1304864779454864,4,1.1666666666666667,3,-1.0,36-45,0.6689647260745053,0.6,360000,144496.38083209313,Severe
4116,90000,1,3,3,52,4,4,4,3,-1,-1,18343.64,42702.77,22710.13,30645.19,52409.64,52863.29,6245.68,9263.85,7010.92,7598.56,2061.78,6973.27,1,0.2038182222222222,0.406804925925926,0.1782365794944214,4,2.1666666666666665,4,3.6666666666666665,46-55,0.4612148651160618,0.6,90000,24905.602716267334,Severe
2756,360000,2,3,1,62,0,0,-1,-1,3,2,203064.9,128166.75,165761.7,25773.12,153778.65,37710.53,2385.67,30629.63,51363.45,5933.74,18688.28,31949.34,0,0.5640691666666666,0.330673912037037,0.1973384599757804,3,0.5,2,-1.6666666666666663,56+,0.5782202525578592,0.6,360000,124895.57455249758,Severe
637,50000,1,2,2,32,3,3,4,-1,3,2,8274.4,12157.41,25927.84,26590.28,29931.0,15753.23,7058.67,852.62,4006.01,3162.68,5514.17,1431.6,0,0.165488,0.3954471999999999,0.1856611114370431,4,2.333333333333333,5,2.0,26-35,0.4685230710396864,0.6,50000,14055.692131190592,Severe
504,360000,1,2,3,52,-1,-1,1,4,3,3,83972.1,91763.48,206971.2,111918.79,158834.03,156041.13,793.9,29611.56,37927.78,48850.11,506.71,46803.21,1,0.2332558333333333,0.3747688564814814,0.2032033621513843,4,1.5,4,-3.666666666666667,46-55,0.600408354297178,0.6,360000,129688.20452819044,Severe
3421,150000,1,1,1,54,0,1,3,4,2,1,35385.62,79038.64,23055.53,25239.79,58254.25,83707.78,13324.88,5242.74,7163.3,16775.22,10130.98,12857.13,1,0.2359041333333333,0.3385351222222222,0.2149596426249684,4,1.8333333333333333,5,-1.0000000000000002,46-55,0.5672992322765222,0.6,150000,51056.930904887,Severe
3945,20000,2,1,2,21,2,0,3,4,4,0,1052.54,4822.95,11050.52,4218.15,5660.11,8958.37,2940.58,1262.02,996.21,1362.45,821.74,509.93,0,0.052627,0.298022,0.2207032254889459,4,2.1666666666666665,4,-0.9999999999999998,18-25,0.442038840264807,0.6,20000,5304.466083177685,Severe
2944,50000,2,2,2,27,0,3,-1,2,1,4,22598.02,21650.42,2134.29,21437.61,10554.74,28806.41,2770.82,4369.55,5410.95,38.89,6158.59,6558.18,0,0.4519604,0.3572716333333334,0.2361133438245727,4,1.5,4,-1.666666666666667,26-35,0.6165862273195146,0.6,50000,18497.58681958544,Severe
3020,200000,2,1,1,47,2,-1,3,4,3,3,60403.28,680.67,49915.96,30120.4,77.26,118719.7,20777.03,5111.84,13322.64,8852.82,10953.78,1918.59,1,0.3020164,0.216597725,0.2344465221568385,4,2.333333333333333,5,-2.0,46-55,0.6309393972322977,0.6,200000,75712.72766787572,Severe
4590,50000,2,1,2,34,1,-1,4,0,4,2,3867.8,25059.12,28800.86,21923.14,6609.82,8815.25,3426.08,6262.29,1832.6,3532.5,1775.76,2687.27,0,0.077356,0.3169199666666666,0.2052726455964329,4,1.6666666666666667,4,-0.6666666666666667,26-35,0.4642197591748029,0.6,50000,13926.592775244088,Severe
2672,360000,1,1,1,40,3,0,3,4,1,1,194648.18,104080.53,16642.78,90449.25,99430.13,157831.76,43903.29,15592.73,352.49,348.16,49218.75,10702.59,1,0.5406893888888888,0.306982699074074,0.1811508921595488,4,2.0,5,0.0,36-45,0.7270599165552468,0.6,360000,157044.9419759333,Severe
3112,200000,1,4,2,58,-1,-1,2,2,0,2,89201.57,76730.0,103956.74,62562.72,24348.48,86513.5,23084.55,19465.46,25063.49,11229.83,23726.73,29756.3,1,0.44600785,0.3694275083333333,0.2984941948804976,2,0.6666666666666666,3,-1.3333333333333333,56+,0.3297187617986186,0.6,200000,39566.25141583423,High
